filename;crack;inactive
images/cell2044.png;1;0
images/cell0123.png;0;0
images/cell2241.png;0;0
images/cell2426.png;0;0
images/cell1552.png;0;0
images/cell0813.png;0;0
images/cell1251.png;0;0
images/cell1221.png;0;0
images/cell1456.png;1;0
images/cell1927.png;0;0
images/cell1283.png;0;0
images/cell1575.png;0;0
images/cell1263.png;0;0
images/cell0614.png;1;0
images/cell0718.png;0;0
images/cell1809.png;0;0
images/cell1275.png;0;0
images/cell1161.png;1;0
images/cell1725.png;0;0
images/cell0249.png;1;1
images/cell2484.png;0;0
images/cell0332.png;0;0
images/cell0802.png;0;0
images/cell1150.png;0;0
images/cell2310.png;0;0
images/cell2427.png;1;0
images/cell2230.png;0;0
images/cell1362.png;0;0
images/cell2516.png;1;0
images/cell2538.png;1;0
images/cell0838.png;0;0
images/cell1471.png;0;0
images/cell0097.png;0;0
images/cell2257.png;0;0
images/cell1039.png;0;0
images/cell2308.png;0;0
images/cell1893.png;0;0
images/cell1549.png;0;0
images/cell1417.png;0;0
images/cell1357.png;0;0
images/cell0037.png;1;0
images/cell0036.png;1;0
images/cell1611.png;0;0
images/cell0484.png;1;1
images/cell1755.png;0;0
images/cell2003.png;0;0
images/cell0888.png;1;0
images/cell0179.png;0;0
images/cell2043.png;0;0
images/cell1651.png;1;1
images/cell2334.png;0;0
images/cell0775.png;0;0
images/cell1795.png;0;0
images/cell0228.png;1;0
images/cell1399.png;1;0
images/cell1912.png;0;0
images/cell1790.png;0;0
images/cell1618.png;1;1
images/cell1898.png;0;0
images/cell0742.png;1;0
images/cell2213.png;0;0
images/cell0137.png;0;0
images/cell1777.png;0;0
images/cell2397.png;0;0
images/cell1636.png;0;0
images/cell2335.png;0;0
images/cell0481.png;1;1
images/cell0869.png;1;0
images/cell0745.png;0;0
images/cell0062.png;0;0
images/cell0356.png;0;0
images/cell2178.png;0;0
images/cell0926.png;0;0
images/cell1581.png;0;0
images/cell2193.png;0;0
images/cell1753.png;0;0
images/cell2179.png;0;0
images/cell2197.png;0;0
images/cell1033.png;0;0
images/cell0561.png;0;0
images/cell1899.png;0;0
images/cell1350.png;0;0
images/cell1800.png;0;0
images/cell1485.png;0;0
images/cell2337.png;0;0
images/cell0820.png;0;0
images/cell1479.png;0;0
images/cell1883.png;0;0
images/cell1758.png;0;0
images/cell2415.png;0;0
images/cell1492.png;0;0
images/cell0854.png;1;0
images/cell2102.png;0;0
images/cell1100.png;0;0
images/cell1913.png;0;0
images/cell2475.png;0;0
images/cell1466.png;0;0
images/cell0015.png;1;0
images/cell2031.png;0;0
images/cell1938.png;0;0
images/cell1130.png;0;0
images/cell2170.png;0;0
images/cell1468.png;0;0
images/cell1174.png;0;0
images/cell0878.png;1;0
images/cell1983.png;0;0
images/cell2302.png;0;0
images/cell1762.png;0;0
images/cell1812.png;0;0
images/cell1951.png;0;0
images/cell2268.png;0;0
images/cell2498.png;0;0
images/cell1559.png;0;0
images/cell0839.png;0;0
images/cell2532.png;0;0
images/cell0804.png;0;0
images/cell1158.png;0;0
images/cell0274.png;1;0
images/cell1228.png;0;0
images/cell0818.png;0;0
images/cell0421.png;1;1
images/cell1545.png;0;0
images/cell0164.png;1;0
images/cell2080.png;0;0
images/cell0758.png;1;0
images/cell0038.png;1;1
images/cell0777.png;0;0
images/cell2000.png;0;0
images/cell2614.png;0;0
images/cell0538.png;0;0
images/cell0993.png;0;0
images/cell1080.png;1;0
images/cell0180.png;0;0
images/cell0306.png;0;0
images/cell1756.png;0;0
images/cell2588.png;0;0
images/cell0181.png;0;0
images/cell0668.png;1;1
images/cell2448.png;0;0
images/cell2379.png;0;0
images/cell2212.png;0;0
images/cell0990.png;0;0
images/cell2296.png;0;0
images/cell0566.png;0;0
images/cell2452.png;0;0
images/cell0054.png;1;0
images/cell1711.png;0;0
images/cell0546.png;0;0
images/cell0387.png;1;0
images/cell2014.png;0;0
images/cell1311.png;0;0
images/cell0147.png;1;0
images/cell0202.png;0;0
images/cell0939.png;0;0
images/cell0094.png;0;0
images/cell0983.png;0;0
images/cell0046.png;1;1
images/cell2177.png;0;0
images/cell2402.png;0;0
images/cell2412.png;0;0
images/cell1015.png;0;0
images/cell0440.png;1;0
images/cell1689.png;0;0
images/cell0583.png;0;0
images/cell1290.png;0;0
images/cell1673.png;1;1
images/cell1786.png;0;0
images/cell0908.png;0;0
images/cell2307.png;0;0
images/cell1067.png;0;0
images/cell1387.png;0;0
images/cell2521.png;0;0
images/cell2254.png;0;0
images/cell1469.png;0;0
images/cell0255.png;1;0
images/cell1619.png;0;0
images/cell2158.png;0;0
images/cell1931.png;0;0
images/cell1916.png;0;0
images/cell1276.png;0;0
images/cell1757.png;0;0
images/cell1282.png;0;0
images/cell2184.png;0;0
images/cell0106.png;0;0
images/cell0400.png;1;1
images/cell1215.png;0;0
images/cell2006.png;0;0
images/cell0145.png;0;0
images/cell0565.png;0;0
images/cell1335.png;0;0
images/cell0691.png;1;0
images/cell2286.png;0;0
images/cell1171.png;0;0
images/cell1584.png;0;0
images/cell2406.png;0;0
images/cell1933.png;0;0
images/cell0776.png;0;0
images/cell2139.png;0;0
images/cell1026.png;0;0
images/cell2292.png;0;0
images/cell0192.png;1;0
images/cell2115.png;0;0
images/cell0963.png;0;0
images/cell0472.png;1;1
images/cell0079.png;0;0
images/cell0744.png;1;0
images/cell1763.png;0;0
images/cell2512.png;0;0
images/cell2407.png;0;0
images/cell1226.png;0;0
images/cell0196.png;1;0
images/cell1191.png;0;0
images/cell0446.png;1;0
images/cell1665.png;1;1
images/cell1531.png;0;0
images/cell2517.png;1;0
images/cell2363.png;0;0
images/cell0188.png;0;0
images/cell1628.png;1;1
images/cell0701.png;1;0
images/cell2480.png;0;0
images/cell1441.png;0;0
images/cell0643.png;0;0
images/cell0843.png;1;0
images/cell0876.png;1;0
images/cell0151.png;0;0
images/cell2428.png;0;0
images/cell1382.png;0;0
images/cell0351.png;0;0
images/cell2332.png;0;0
images/cell2234.png;0;0
images/cell1541.png;0;0
images/cell2413.png;0;0
images/cell0733.png;0;0
images/cell2085.png;0;0
images/cell1342.png;0;0
images/cell0731.png;0;0
images/cell2002.png;0;0
images/cell1672.png;1;1
images/cell1769.png;0;0
images/cell0632.png;0;0
images/cell2533.png;0;0
images/cell0829.png;0;0
images/cell1671.png;1;1
images/cell2567.png;0;0
images/cell2025.png;0;0
